,zipCode,Density,LandArea,Population,Wealthy
82557,94102,46531.3432836,0.67,31176.0,15423.1812292
82560,94116,16871.8146718,2.59,43698.0,26774.0563184
82564,94114,21765.034965,1.43,31124.0,55081.8068693
82565,94123,22635.2941176,1.02,23088.0,71547.6329695
82568,94123,22635.2941176,1.02,23088.0,71547.6329695
82571,94117,23176.9230769,1.69,39169.0,38289.6465317
82573,94107,14859.7765363,1.79,26599.0,49267.0613557
82575,94103,19977.9411765,1.36,27170.0,23481.6626426
82577,94117,23176.9230769,1.69,39169.0,38289.6465317
82579,94114,21765.034965,1.43,31124.0,55081.8068693
82584,94112,23633.0357143,3.36,79407.0,18441.9432796
82586,94127,10897.740113,1.77,19289.0,43491.6667531
82591,94114,21765.034965,1.43,31124.0,55081.8068693
82592,94114,21765.034965,1.43,31124.0,55081.8068693
82594,94132,9044.69453376,3.11,28129.0,19735.4509581
82595,94110,29756.6523605,2.33,69333.0,27502.0329136
82596,94132,9044.69453376,3.11,28129.0,19735.4509581
82597,94107,14859.7765363,1.79,26599.0,49267.0613557
82600,94103,19977.9411765,1.36,27170.0,23481.6626426
82602,94127,10897.740113,1.77,19289.0,43491.6667531
82606,94118,19650.7692308,1.95,38319.0,41202.501083
82611,94110,29756.6523605,2.33,69333.0,27502.0329136
82612,94124,6895.74036511,4.93,33996.0,13046.1346629
82614,94118,19650.7692308,1.95,38319.0,41202.501083
82615,94127,10897.740113,1.77,19289.0,43491.6667531
82616,94133,34522.3684211,0.76,26237.0,28489.6979456
82617,94107,14859.7765363,1.79,26599.0,49267.0613557
82619,94123,22635.2941176,1.02,23088.0,71547.6329695
82623,94122,23738.559322,2.36,56023.0,26177.8981311
82626,94103,19977.9411765,1.36,27170.0,23481.6626426
82629,94118,19650.7692308,1.95,38319.0,41202.501083
82634,94134,16999.1666667,2.4,40798.0,16602.7983725
82635,94102,46531.3432836,0.67,31176.0,15423.1812292
82639,94103,19977.9411765,1.36,27170.0,23481.6626426
82641,94102,46531.3432836,0.67,31176.0,15423.1812292
82642,94118,19650.7692308,1.95,38319.0,41202.501083
82644,94127,10897.740113,1.77,19289.0,43491.6667531
82646,94114,21765.034965,1.43,31124.0,55081.8068693
82648,94121,13377.5974026,3.08,41203.0,29058.4811543
82649,94115,29483.0357143,1.12,33021.0,43106.9525756
82650,94105,15800.0,0.37,5846.0,88364.2718098
82656,94114,21765.034965,1.43,31124.0,55081.8068693
82658,94112,23633.0357143,3.36,79407.0,18441.9432796
82659,94107,14859.7765363,1.79,26599.0,49267.0613557
82660,94134,16999.1666667,2.4,40798.0,16602.7983725
82661,94114,21765.034965,1.43,31124.0,55081.8068693
82662,94102,46531.3432836,0.67,31176.0,15423.1812292
82664,94110,29756.6523605,2.33,69333.0,27502.0329136
82667,94131,12923.5576923,2.08,26881.0,43765.7415647
82668,94102,46531.3432836,0.67,31176.0,15423.1812292
82672,94110,29756.6523605,2.33,69333.0,27502.0329136
82673,94110,29756.6523605,2.33,69333.0,27502.0329136
82674,94121,13377.5974026,3.08,41203.0,29058.4811543
82675,94103,19977.9411765,1.36,27170.0,23481.6626426
82676,94110,29756.6523605,2.33,69333.0,27502.0329136
82678,94118,19650.7692308,1.95,38319.0,41202.501083
82681,94107,14859.7765363,1.79,26599.0,49267.0613557
82683,94110,29756.6523605,2.33,69333.0,27502.0329136
82684,94102,46531.3432836,0.67,31176.0,15423.1812292
82685,94102,46531.3432836,0.67,31176.0,15423.1812292
82688,94102,46531.3432836,0.67,31176.0,15423.1812292
82689,94123,22635.2941176,1.02,23088.0,71547.6329695
82692,94132,9044.69453376,3.11,28129.0,19735.4509581
82693,94112,23633.0357143,3.36,79407.0,18441.9432796
82695,94121,13377.5974026,3.08,41203.0,29058.4811543
82696,94123,22635.2941176,1.02,23088.0,71547.6329695
82697,94109,47045.3781513,1.19,55984.0,33224.3382216
82698,94105,15800.0,0.37,5846.0,88364.2718098
82700,94122,23738.559322,2.36,56023.0,26177.8981311
82701,94134,16999.1666667,2.4,40798.0,16602.7983725
82703,94122,23738.559322,2.36,56023.0,26177.8981311
82705,94110,29756.6523605,2.33,69333.0,27502.0329136
82706,94110,29756.6523605,2.33,69333.0,27502.0329136
82707,94110,29756.6523605,2.33,69333.0,27502.0329136
82708,94110,29756.6523605,2.33,69333.0,27502.0329136
82709,94110,29756.6523605,2.33,69333.0,27502.0329136
82711,94124,6895.74036511,4.93,33996.0,13046.1346629
82712,94110,29756.6523605,2.33,69333.0,27502.0329136
82716,94103,19977.9411765,1.36,27170.0,23481.6626426
82717,94107,14859.7765363,1.79,26599.0,49267.0613557
82721,94103,19977.9411765,1.36,27170.0,23481.6626426
82722,94127,10897.740113,1.77,19289.0,43491.6667531
82725,94127,10897.740113,1.77,19289.0,43491.6667531
82730,94132,9044.69453376,3.11,28129.0,19735.4509581
82735,94114,21765.034965,1.43,31124.0,55081.8068693
82737,94122,23738.559322,2.36,56023.0,26177.8981311
82741,94109,47045.3781513,1.19,55984.0,33224.3382216
82742,94110,29756.6523605,2.33,69333.0,27502.0329136
82743,94103,19977.9411765,1.36,27170.0,23481.6626426
82744,94116,16871.8146718,2.59,43698.0,26774.0563184
82745,94122,23738.559322,2.36,56023.0,26177.8981311
82746,94116,16871.8146718,2.59,43698.0,26774.0563184
82748,94118,19650.7692308,1.95,38319.0,41202.501083
82750,94127,10897.740113,1.77,19289.0,43491.6667531
82751,94132,9044.69453376,3.11,28129.0,19735.4509581
82754,94121,13377.5974026,3.08,41203.0,29058.4811543
82756,94134,16999.1666667,2.4,40798.0,16602.7983725
82758,94121,13377.5974026,3.08,41203.0,29058.4811543
82762,94132,9044.69453376,3.11,28129.0,19735.4509581
82768,94118,19650.7692308,1.95,38319.0,41202.501083
82770,94110,29756.6523605,2.33,69333.0,27502.0329136
82772,94117,23176.9230769,1.69,39169.0,38289.6465317
82774,94127,10897.740113,1.77,19289.0,43491.6667531
82775,94118,19650.7692308,1.95,38319.0,41202.501083
82777,94116,16871.8146718,2.59,43698.0,26774.0563184
82778,94132,9044.69453376,3.11,28129.0,19735.4509581
82779,94122,23738.559322,2.36,56023.0,26177.8981311
82780,94114,21765.034965,1.43,31124.0,55081.8068693
82783,94107,14859.7765363,1.79,26599.0,49267.0613557
82786,94131,12923.5576923,2.08,26881.0,43765.7415647
82787,94110,29756.6523605,2.33,69333.0,27502.0329136
82788,94114,21765.034965,1.43,31124.0,55081.8068693
82789,94121,13377.5974026,3.08,41203.0,29058.4811543
82790,94121,13377.5974026,3.08,41203.0,29058.4811543
82792,94121,13377.5974026,3.08,41203.0,29058.4811543
82794,94124,6895.74036511,4.93,33996.0,13046.1346629
82795,94121,13377.5974026,3.08,41203.0,29058.4811543
82796,94115,29483.0357143,1.12,33021.0,43106.9525756
82797,94107,14859.7765363,1.79,26599.0,49267.0613557
82798,94131,12923.5576923,2.08,26881.0,43765.7415647
82799,94124,6895.74036511,4.93,33996.0,13046.1346629
82803,94124,6895.74036511,4.93,33996.0,13046.1346629
82808,94103,19977.9411765,1.36,27170.0,23481.6626426
82809,94116,16871.8146718,2.59,43698.0,26774.0563184
82811,94124,6895.74036511,4.93,33996.0,13046.1346629
82813,94116,16871.8146718,2.59,43698.0,26774.0563184
82816,94122,23738.559322,2.36,56023.0,26177.8981311
82820,94108,50992.5925926,0.27,13768.0,50804.5254939
82823,94127,10897.740113,1.77,19289.0,43491.6667531
82824,94122,23738.559322,2.36,56023.0,26177.8981311
82826,94109,47045.3781513,1.19,55984.0,33224.3382216
82831,94112,23633.0357143,3.36,79407.0,18441.9432796
82833,94102,46531.3432836,0.67,31176.0,15423.1812292
82836,94121,13377.5974026,3.08,41203.0,29058.4811543
82837,94124,6895.74036511,4.93,33996.0,13046.1346629
82838,94122,23738.559322,2.36,56023.0,26177.8981311
82839,94118,19650.7692308,1.95,38319.0,41202.501083
82840,94134,16999.1666667,2.4,40798.0,16602.7983725
82843,94109,47045.3781513,1.19,55984.0,33224.3382216
82844,94114,21765.034965,1.43,31124.0,55081.8068693
82847,94103,19977.9411765,1.36,27170.0,23481.6626426
82848,94122,23738.559322,2.36,56023.0,26177.8981311
82851,94107,14859.7765363,1.79,26599.0,49267.0613557
82854,94121,13377.5974026,3.08,41203.0,29058.4811543
82855,94121,13377.5974026,3.08,41203.0,29058.4811543
82856,94111,10920.5882353,0.34,3713.0,70755.441422
82858,94115,29483.0357143,1.12,33021.0,43106.9525756
82859,94103,19977.9411765,1.36,27170.0,23481.6626426
82862,94127,10897.740113,1.77,19289.0,43491.6667531
82864,94134,16999.1666667,2.4,40798.0,16602.7983725
82866,94127,10897.740113,1.77,19289.0,43491.6667531
82868,94102,46531.3432836,0.67,31176.0,15423.1812292
82872,94134,16999.1666667,2.4,40798.0,16602.7983725
82874,94110,29756.6523605,2.33,69333.0,27502.0329136
82876,94117,23176.9230769,1.69,39169.0,38289.6465317
82877,94121,13377.5974026,3.08,41203.0,29058.4811543
82879,94121,13377.5974026,3.08,41203.0,29058.4811543
82880,94110,29756.6523605,2.33,69333.0,27502.0329136
82886,94123,22635.2941176,1.02,23088.0,71547.6329695
82887,94127,10897.740113,1.77,19289.0,43491.6667531
82888,94118,19650.7692308,1.95,38319.0,41202.501083
82892,94117,23176.9230769,1.69,39169.0,38289.6465317
82894,94131,12923.5576923,2.08,26881.0,43765.7415647
82897,94127,10897.740113,1.77,19289.0,43491.6667531
82898,94124,6895.74036511,4.93,33996.0,13046.1346629
82899,94103,19977.9411765,1.36,27170.0,23481.6626426
82901,94117,23176.9230769,1.69,39169.0,38289.6465317
82904,94109,47045.3781513,1.19,55984.0,33224.3382216
82906,94112,23633.0357143,3.36,79407.0,18441.9432796
82909,94122,23738.559322,2.36,56023.0,26177.8981311
82911,94115,29483.0357143,1.12,33021.0,43106.9525756
82913,94114,21765.034965,1.43,31124.0,55081.8068693
82916,94109,47045.3781513,1.19,55984.0,33224.3382216
82918,94117,23176.9230769,1.69,39169.0,38289.6465317
82920,94105,15800.0,0.37,5846.0,88364.2718098
82921,94110,29756.6523605,2.33,69333.0,27502.0329136
82922,94102,46531.3432836,0.67,31176.0,15423.1812292
82923,94122,23738.559322,2.36,56023.0,26177.8981311
82925,94114,21765.034965,1.43,31124.0,55081.8068693
82926,94121,13377.5974026,3.08,41203.0,29058.4811543
82929,94102,46531.3432836,0.67,31176.0,15423.1812292
82930,94110,29756.6523605,2.33,69333.0,27502.0329136
82932,94122,23738.559322,2.36,56023.0,26177.8981311
82934,94115,29483.0357143,1.12,33021.0,43106.9525756
82936,94116,16871.8146718,2.59,43698.0,26774.0563184
82940,94102,46531.3432836,0.67,31176.0,15423.1812292
82944,94117,23176.9230769,1.69,39169.0,38289.6465317
82945,94127,10897.740113,1.77,19289.0,43491.6667531
82946,94110,29756.6523605,2.33,69333.0,27502.0329136
82951,94124,6895.74036511,4.93,33996.0,13046.1346629
82952,94122,23738.559322,2.36,56023.0,26177.8981311
82953,94105,15800.0,0.37,5846.0,88364.2718098
82955,94116,16871.8146718,2.59,43698.0,26774.0563184
82956,94111,10920.5882353,0.34,3713.0,70755.441422
82959,94114,21765.034965,1.43,31124.0,55081.8068693
82960,94121,13377.5974026,3.08,41203.0,29058.4811543
82961,94118,19650.7692308,1.95,38319.0,41202.501083
82963,94115,29483.0357143,1.12,33021.0,43106.9525756
82966,94112,23633.0357143,3.36,79407.0,18441.9432796
82969,94116,16871.8146718,2.59,43698.0,26774.0563184
82971,94112,23633.0357143,3.36,79407.0,18441.9432796
82972,94127,10897.740113,1.77,19289.0,43491.6667531
82973,94124,6895.74036511,4.93,33996.0,13046.1346629
82976,94103,19977.9411765,1.36,27170.0,23481.6626426
82979,94131,12923.5576923,2.08,26881.0,43765.7415647
82980,94116,16871.8146718,2.59,43698.0,26774.0563184
82981,94134,16999.1666667,2.4,40798.0,16602.7983725
82984,94121,13377.5974026,3.08,41203.0,29058.4811543
82985,94121,13377.5974026,3.08,41203.0,29058.4811543
82986,94121,13377.5974026,3.08,41203.0,29058.4811543
82988,94109,47045.3781513,1.19,55984.0,33224.3382216
82989,94124,6895.74036511,4.93,33996.0,13046.1346629
82992,94134,16999.1666667,2.4,40798.0,16602.7983725
82999,94121,13377.5974026,3.08,41203.0,29058.4811543
83000,94131,12923.5576923,2.08,26881.0,43765.7415647
83001,94109,47045.3781513,1.19,55984.0,33224.3382216
83005,94112,23633.0357143,3.36,79407.0,18441.9432796
83006,94116,16871.8146718,2.59,43698.0,26774.0563184
83008,94158,7260.60606061,0.66,4792.0,38522.5550918
83009,94114,21765.034965,1.43,31124.0,55081.8068693
83010,94108,50992.5925926,0.27,13768.0,50804.5254939
83012,94104,5075.0,0.08,406.0,282913.581281
83015,94133,34522.3684211,0.76,26237.0,28489.6979456
83016,94110,29756.6523605,2.33,69333.0,27502.0329136
83024,94134,16999.1666667,2.4,40798.0,16602.7983725
83025,94112,23633.0357143,3.36,79407.0,18441.9432796
83028,94112,23633.0357143,3.36,79407.0,18441.9432796
83031,94117,23176.9230769,1.69,39169.0,38289.6465317
83032,94110,29756.6523605,2.33,69333.0,27502.0329136
83035,94108,50992.5925926,0.27,13768.0,50804.5254939
83037,94118,19650.7692308,1.95,38319.0,41202.501083
83039,94103,19977.9411765,1.36,27170.0,23481.6626426
83040,94103,19977.9411765,1.36,27170.0,23481.6626426
83041,94117,23176.9230769,1.69,39169.0,38289.6465317
83042,94123,22635.2941176,1.02,23088.0,71547.6329695
83044,94102,46531.3432836,0.67,31176.0,15423.1812292
83046,94132,9044.69453376,3.11,28129.0,19735.4509581
83050,94114,21765.034965,1.43,31124.0,55081.8068693
83051,94118,19650.7692308,1.95,38319.0,41202.501083
83052,94115,29483.0357143,1.12,33021.0,43106.9525756
83053,94112,23633.0357143,3.36,79407.0,18441.9432796
83054,94105,15800.0,0.37,5846.0,88364.2718098
83057,94110,29756.6523605,2.33,69333.0,27502.0329136
83060,94110,29756.6523605,2.33,69333.0,27502.0329136
83061,94110,29756.6523605,2.33,69333.0,27502.0329136
83062,94116,16871.8146718,2.59,43698.0,26774.0563184
83065,94122,23738.559322,2.36,56023.0,26177.8981311
83066,94103,19977.9411765,1.36,27170.0,23481.6626426
83067,94114,21765.034965,1.43,31124.0,55081.8068693
83069,94158,7260.60606061,0.66,4792.0,38522.5550918
83071,94127,10897.740113,1.77,19289.0,43491.6667531
83074,94118,19650.7692308,1.95,38319.0,41202.501083
83075,94116,16871.8146718,2.59,43698.0,26774.0563184
83076,94102,46531.3432836,0.67,31176.0,15423.1812292
83077,94114,21765.034965,1.43,31124.0,55081.8068693
83078,94107,14859.7765363,1.79,26599.0,49267.0613557
83079,94110,29756.6523605,2.33,69333.0,27502.0329136
83080,94116,16871.8146718,2.59,43698.0,26774.0563184
83081,94116,16871.8146718,2.59,43698.0,26774.0563184
83083,94124,6895.74036511,4.93,33996.0,13046.1346629
83086,94134,16999.1666667,2.4,40798.0,16602.7983725
83088,94112,23633.0357143,3.36,79407.0,18441.9432796
83089,94112,23633.0357143,3.36,79407.0,18441.9432796
83090,94122,23738.559322,2.36,56023.0,26177.8981311
83094,94110,29756.6523605,2.33,69333.0,27502.0329136
83095,94115,29483.0357143,1.12,33021.0,43106.9525756
83099,94114,21765.034965,1.43,31124.0,55081.8068693
83101,94131,12923.5576923,2.08,26881.0,43765.7415647
83103,94109,47045.3781513,1.19,55984.0,33224.3382216
83104,94110,29756.6523605,2.33,69333.0,27502.0329136
83105,94108,50992.5925926,0.27,13768.0,50804.5254939
83107,94108,50992.5925926,0.27,13768.0,50804.5254939
83108,94110,29756.6523605,2.33,69333.0,27502.0329136
83110,94110,29756.6523605,2.33,69333.0,27502.0329136
83111,94115,29483.0357143,1.12,33021.0,43106.9525756
83114,94116,16871.8146718,2.59,43698.0,26774.0563184
83115,94104,5075.0,0.08,406.0,282913.581281
83117,94103,19977.9411765,1.36,27170.0,23481.6626426
83118,94116,16871.8146718,2.59,43698.0,26774.0563184
83119,94114,21765.034965,1.43,31124.0,55081.8068693
83120,94112,23633.0357143,3.36,79407.0,18441.9432796
83121,94131,12923.5576923,2.08,26881.0,43765.7415647
83122,94110,29756.6523605,2.33,69333.0,27502.0329136
83130,94117,23176.9230769,1.69,39169.0,38289.6465317
83131,94108,50992.5925926,0.27,13768.0,50804.5254939
83133,94116,16871.8146718,2.59,43698.0,26774.0563184
83134,94127,10897.740113,1.77,19289.0,43491.6667531
83135,94118,19650.7692308,1.95,38319.0,41202.501083
83138,94158,7260.60606061,0.66,4792.0,38522.5550918
83139,94107,14859.7765363,1.79,26599.0,49267.0613557
83141,94124,6895.74036511,4.93,33996.0,13046.1346629
83142,94110,29756.6523605,2.33,69333.0,27502.0329136
83143,94122,23738.559322,2.36,56023.0,26177.8981311
83147,94107,14859.7765363,1.79,26599.0,49267.0613557
83148,94124,6895.74036511,4.93,33996.0,13046.1346629
83149,94107,14859.7765363,1.79,26599.0,49267.0613557
83150,94111,10920.5882353,0.34,3713.0,70755.441422
83151,94116,16871.8146718,2.59,43698.0,26774.0563184
83152,94112,23633.0357143,3.36,79407.0,18441.9432796
83156,94121,13377.5974026,3.08,41203.0,29058.4811543
83157,94116,16871.8146718,2.59,43698.0,26774.0563184
83158,94102,46531.3432836,0.67,31176.0,15423.1812292
83164,94115,29483.0357143,1.12,33021.0,43106.9525756
83165,94116,16871.8146718,2.59,43698.0,26774.0563184
83166,94107,14859.7765363,1.79,26599.0,49267.0613557
83168,94114,21765.034965,1.43,31124.0,55081.8068693
83169,94158,7260.60606061,0.66,4792.0,38522.5550918
83172,94131,12923.5576923,2.08,26881.0,43765.7415647
83179,94107,14859.7765363,1.79,26599.0,49267.0613557
83180,94107,14859.7765363,1.79,26599.0,49267.0613557
83183,94107,14859.7765363,1.79,26599.0,49267.0613557
83186,94110,29756.6523605,2.33,69333.0,27502.0329136
83188,94102,46531.3432836,0.67,31176.0,15423.1812292
83189,94124,6895.74036511,4.93,33996.0,13046.1346629
83192,94121,13377.5974026,3.08,41203.0,29058.4811543
83198,94103,19977.9411765,1.36,27170.0,23481.6626426
83199,94110,29756.6523605,2.33,69333.0,27502.0329136
83201,94114,21765.034965,1.43,31124.0,55081.8068693
83203,94107,14859.7765363,1.79,26599.0,49267.0613557
83206,94118,19650.7692308,1.95,38319.0,41202.501083
83208,94110,29756.6523605,2.33,69333.0,27502.0329136
83209,94110,29756.6523605,2.33,69333.0,27502.0329136
83210,94109,47045.3781513,1.19,55984.0,33224.3382216
83211,94112,23633.0357143,3.36,79407.0,18441.9432796
83212,94110,29756.6523605,2.33,69333.0,27502.0329136
83213,94115,29483.0357143,1.12,33021.0,43106.9525756
83217,94111,10920.5882353,0.34,3713.0,70755.441422
83219,94124,6895.74036511,4.93,33996.0,13046.1346629
83227,94121,13377.5974026,3.08,41203.0,29058.4811543
83228,94132,9044.69453376,3.11,28129.0,19735.4509581
83229,94122,23738.559322,2.36,56023.0,26177.8981311
83230,94131,12923.5576923,2.08,26881.0,43765.7415647
83236,94103,19977.9411765,1.36,27170.0,23481.6626426
83237,94127,10897.740113,1.77,19289.0,43491.6667531
83239,94110,29756.6523605,2.33,69333.0,27502.0329136
83242,94121,13377.5974026,3.08,41203.0,29058.4811543
83244,94112,23633.0357143,3.36,79407.0,18441.9432796
83245,94127,10897.740113,1.77,19289.0,43491.6667531
83246,94124,6895.74036511,4.93,33996.0,13046.1346629
83247,94122,23738.559322,2.36,56023.0,26177.8981311
83248,94109,47045.3781513,1.19,55984.0,33224.3382216
83250,94118,19650.7692308,1.95,38319.0,41202.501083
83252,94115,29483.0357143,1.12,33021.0,43106.9525756
83254,94116,16871.8146718,2.59,43698.0,26774.0563184
83258,94118,19650.7692308,1.95,38319.0,41202.501083
83261,94124,6895.74036511,4.93,33996.0,13046.1346629
83262,94127,10897.740113,1.77,19289.0,43491.6667531
83264,94124,6895.74036511,4.93,33996.0,13046.1346629
83265,94109,47045.3781513,1.19,55984.0,33224.3382216
83266,94118,19650.7692308,1.95,38319.0,41202.501083
83268,94127,10897.740113,1.77,19289.0,43491.6667531
83271,94118,19650.7692308,1.95,38319.0,41202.501083
83272,94117,23176.9230769,1.69,39169.0,38289.6465317
83273,94114,21765.034965,1.43,31124.0,55081.8068693
83274,94103,19977.9411765,1.36,27170.0,23481.6626426
83277,94115,29483.0357143,1.12,33021.0,43106.9525756
83278,94110,29756.6523605,2.33,69333.0,27502.0329136
83280,94102,46531.3432836,0.67,31176.0,15423.1812292
83283,94127,10897.740113,1.77,19289.0,43491.6667531
83286,94112,23633.0357143,3.36,79407.0,18441.9432796
83287,94102,46531.3432836,0.67,31176.0,15423.1812292
83290,94110,29756.6523605,2.33,69333.0,27502.0329136
83297,94115,29483.0357143,1.12,33021.0,43106.9525756
83298,94124,6895.74036511,4.93,33996.0,13046.1346629
83300,94115,29483.0357143,1.12,33021.0,43106.9525756
83301,94109,47045.3781513,1.19,55984.0,33224.3382216
83303,94131,12923.5576923,2.08,26881.0,43765.7415647
83311,94131,12923.5576923,2.08,26881.0,43765.7415647
83312,94127,10897.740113,1.77,19289.0,43491.6667531
83313,94121,13377.5974026,3.08,41203.0,29058.4811543
83315,94118,19650.7692308,1.95,38319.0,41202.501083
83318,94124,6895.74036511,4.93,33996.0,13046.1346629
83319,94123,22635.2941176,1.02,23088.0,71547.6329695
83320,94114,21765.034965,1.43,31124.0,55081.8068693
83322,94116,16871.8146718,2.59,43698.0,26774.0563184
83323,94110,29756.6523605,2.33,69333.0,27502.0329136
83324,94103,19977.9411765,1.36,27170.0,23481.6626426
83325,94114,21765.034965,1.43,31124.0,55081.8068693
83326,94110,29756.6523605,2.33,69333.0,27502.0329136
83327,94118,19650.7692308,1.95,38319.0,41202.501083
83328,94118,19650.7692308,1.95,38319.0,41202.501083
83329,94115,29483.0357143,1.12,33021.0,43106.9525756
83330,94131,12923.5576923,2.08,26881.0,43765.7415647
83332,94122,23738.559322,2.36,56023.0,26177.8981311
83334,94118,19650.7692308,1.95,38319.0,41202.501083
83336,94124,6895.74036511,4.93,33996.0,13046.1346629
83338,94117,23176.9230769,1.69,39169.0,38289.6465317
83339,94127,10897.740113,1.77,19289.0,43491.6667531
83340,94118,19650.7692308,1.95,38319.0,41202.501083
83341,94158,7260.60606061,0.66,4792.0,38522.5550918
83342,94102,46531.3432836,0.67,31176.0,15423.1812292
83343,94117,23176.9230769,1.69,39169.0,38289.6465317
83345,94121,13377.5974026,3.08,41203.0,29058.4811543
83346,94121,13377.5974026,3.08,41203.0,29058.4811543
83349,94127,10897.740113,1.77,19289.0,43491.6667531
83352,94103,19977.9411765,1.36,27170.0,23481.6626426
83353,94102,46531.3432836,0.67,31176.0,15423.1812292
83356,94112,23633.0357143,3.36,79407.0,18441.9432796
83357,94127,10897.740113,1.77,19289.0,43491.6667531
83358,94127,10897.740113,1.77,19289.0,43491.6667531
83362,94118,19650.7692308,1.95,38319.0,41202.501083
83363,94121,13377.5974026,3.08,41203.0,29058.4811543
83364,94103,19977.9411765,1.36,27170.0,23481.6626426
83365,94124,6895.74036511,4.93,33996.0,13046.1346629
83366,94117,23176.9230769,1.69,39169.0,38289.6465317
83368,94118,19650.7692308,1.95,38319.0,41202.501083
83369,94122,23738.559322,2.36,56023.0,26177.8981311
83372,94117,23176.9230769,1.69,39169.0,38289.6465317
83373,94115,29483.0357143,1.12,33021.0,43106.9525756
83375,94117,23176.9230769,1.69,39169.0,38289.6465317
83377,94114,21765.034965,1.43,31124.0,55081.8068693
83378,94117,23176.9230769,1.69,39169.0,38289.6465317
83379,94114,21765.034965,1.43,31124.0,55081.8068693
83380,94116,16871.8146718,2.59,43698.0,26774.0563184
83382,94133,34522.3684211,0.76,26237.0,28489.6979456
83384,94127,10897.740113,1.77,19289.0,43491.6667531
83385,94121,13377.5974026,3.08,41203.0,29058.4811543
83387,94117,23176.9230769,1.69,39169.0,38289.6465317
83388,94112,23633.0357143,3.36,79407.0,18441.9432796
83389,94112,23633.0357143,3.36,79407.0,18441.9432796
83390,94134,16999.1666667,2.4,40798.0,16602.7983725
83391,94124,6895.74036511,4.93,33996.0,13046.1346629
83392,94116,16871.8146718,2.59,43698.0,26774.0563184
83393,94110,29756.6523605,2.33,69333.0,27502.0329136
83395,94116,16871.8146718,2.59,43698.0,26774.0563184
83396,94102,46531.3432836,0.67,31176.0,15423.1812292
83397,94121,13377.5974026,3.08,41203.0,29058.4811543
83399,94112,23633.0357143,3.36,79407.0,18441.9432796
83401,94131,12923.5576923,2.08,26881.0,43765.7415647
83405,94110,29756.6523605,2.33,69333.0,27502.0329136
83407,94158,7260.60606061,0.66,4792.0,38522.5550918
83410,94118,19650.7692308,1.95,38319.0,41202.501083
83411,94110,29756.6523605,2.33,69333.0,27502.0329136
83415,94116,16871.8146718,2.59,43698.0,26774.0563184
83416,94122,23738.559322,2.36,56023.0,26177.8981311
83417,94102,46531.3432836,0.67,31176.0,15423.1812292
83418,94114,21765.034965,1.43,31124.0,55081.8068693
83420,94118,19650.7692308,1.95,38319.0,41202.501083
83422,94133,34522.3684211,0.76,26237.0,28489.6979456
83423,94127,10897.740113,1.77,19289.0,43491.6667531
83424,94117,23176.9230769,1.69,39169.0,38289.6465317
83427,94115,29483.0357143,1.12,33021.0,43106.9525756
83428,94115,29483.0357143,1.12,33021.0,43106.9525756
83435,94122,23738.559322,2.36,56023.0,26177.8981311
83436,94122,23738.559322,2.36,56023.0,26177.8981311
83440,94118,19650.7692308,1.95,38319.0,41202.501083
83441,94127,10897.740113,1.77,19289.0,43491.6667531
83442,94110,29756.6523605,2.33,69333.0,27502.0329136
83443,94123,22635.2941176,1.02,23088.0,71547.6329695
83445,94110,29756.6523605,2.33,69333.0,27502.0329136
83448,94112,23633.0357143,3.36,79407.0,18441.9432796
83449,94158,7260.60606061,0.66,4792.0,38522.5550918
83450,94121,13377.5974026,3.08,41203.0,29058.4811543
83451,94122,23738.559322,2.36,56023.0,26177.8981311
83454,94121,13377.5974026,3.08,41203.0,29058.4811543
83455,94110,29756.6523605,2.33,69333.0,27502.0329136
83456,94124,6895.74036511,4.93,33996.0,13046.1346629
83457,94110,29756.6523605,2.33,69333.0,27502.0329136
83460,94127,10897.740113,1.77,19289.0,43491.6667531
83461,94115,29483.0357143,1.12,33021.0,43106.9525756
83462,94124,6895.74036511,4.93,33996.0,13046.1346629
83464,94103,19977.9411765,1.36,27170.0,23481.6626426
83465,94122,23738.559322,2.36,56023.0,26177.8981311
83466,94123,22635.2941176,1.02,23088.0,71547.6329695
83469,94114,21765.034965,1.43,31124.0,55081.8068693
83471,94134,16999.1666667,2.4,40798.0,16602.7983725
83472,94114,21765.034965,1.43,31124.0,55081.8068693
83474,94109,47045.3781513,1.19,55984.0,33224.3382216
83477,94158,7260.60606061,0.66,4792.0,38522.5550918
83480,94127,10897.740113,1.77,19289.0,43491.6667531
83483,94123,22635.2941176,1.02,23088.0,71547.6329695
83484,94112,23633.0357143,3.36,79407.0,18441.9432796
83485,94127,10897.740113,1.77,19289.0,43491.6667531
83486,94129,1383.91304348,2.3,3183.0,54101.3147974
83487,94124,6895.74036511,4.93,33996.0,13046.1346629
83489,94131,12923.5576923,2.08,26881.0,43765.7415647
83491,94110,29756.6523605,2.33,69333.0,27502.0329136
83493,94131,12923.5576923,2.08,26881.0,43765.7415647
83496,94121,13377.5974026,3.08,41203.0,29058.4811543
83499,94131,12923.5576923,2.08,26881.0,43765.7415647
83500,94111,10920.5882353,0.34,3713.0,70755.441422
83502,94124,6895.74036511,4.93,33996.0,13046.1346629
83504,94103,19977.9411765,1.36,27170.0,23481.6626426
83505,94102,46531.3432836,0.67,31176.0,15423.1812292
83506,94107,14859.7765363,1.79,26599.0,49267.0613557
83507,94131,12923.5576923,2.08,26881.0,43765.7415647
